raw,identity,number,category,type,filled_words,honest_categories,cds,om,rci,asf,or,ddf,dmc,an,pr,pa,re,ddp,svp,is,asm,ps,qas,count
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle en kvinne, men i denne forbindelse er de', ' te seg i det forholdet deres, kan man velge', ' behandle kjæreste, vil det sannsynligvis hjelpe deg å vite', ' behandle dem slik at de føler seg vel sammen med', ' oppføre seg ved middagsbordet. Selv om']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med deg. Det kan han bare gjøre hvis', ' ha det moro på scenen, og han lar seg', ' slappe av på stranden, og at vi derfor skal', ' få besøk av andre i helgene er det viktig', ' bruke sin tid på å prate og kose seg']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg i denne sammenheng, sier Tor-', ' behandle et menneske. Dette kan kanskje være den mest', ' slå folk og det er ingen grenser for den takt', ' oppføre seg som en mann. Det er imidlertid mange', '. Enkle metoder og gode triks er alt du']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' i et annet rom, mens det blir mer interessant fra', ' for både menn og kvinner.\n- Vi mener det er', ' i formell og uformell kontakt.\nmener.', ' et alternativ for menn som må ha hjelp med å', ' en veiviser til nye måter å bruke kroppen']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' den tekniske biten. Jeg er helt avhengig av det', ' å lese mennesker.\n– Ja, absolutt.\nHan er en veldig', ' å sette grenser, sier Aarset. Og seiv', ' å få folk med. Han tar ting fort, og', ' små detaljer. Det han har gjort for oss er']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg i slike si tuasjoner.\n- Jeg', ' forholde seg til slike brev.\nnoen ukers', ' oppføre seg ved en begravelse.\n■ Det', ' takle en eventuell utvisning på grunn av ulovligheter', ' behandle den rette personen,» sier hun i et']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' holde seg orientert om hva som skjer og ønsker', ' se på fotball.\nhar et hjerte som banker for', ' seige et av Norges største fiskefartøyer,', ' jobbe med musikk og musikkutdanning.\n– Det er et', ' arbeide. Det kan bli ganske slitsomt for ham,']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' skape et godt forhold til barna. - Vi i barnehagen', ' bygge dem? Men seiv om han vet at de', ' handle med et annet lands våpenarsenal, mener', ' bruke en mikrofon, og er ikke kresen', ' få henne ut av fatning, men på den annen']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"['.\nen er jo nødt til å være veldig var', ' en av de mange spydspissene som', ' i stand til å holde og til og med opprettholde', ' med på et intervju i lokalavisa for at', ' en del av det totale politiske kartet, så kunne']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' å finne løsninger, og han kan det å bygge rel', ' å ta initiativet. Det er derfor han også går', ' å få det beste ut av folk, sier Johansen.\nP', ' tekniske detaljer.', ' og han vil bli i Aberdeen, sier']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' bære sig ad. Og om hvem som blir rammet', ' bruke en slik oppmålingsskriver, forteller han.', ' ta vare på sin kropp på en best mulig måte.', ' oppføre seg. Vi har fått en hel mengde telef', ' ta fatt på oppgaven, mente hun. - Hvordan vil']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' være litt urolig. Derfor bruker han en st', ' spille fotball. Det må være en mann som er', ' jobbe med barn. Vi vil få henne til å føle', ' holde på med fotball, sier Ole Ketil K', ' jobbe med bil og de trives på skolen. De liker']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' handtere slike problemer. Derfor ser jeg frem til å', ' få tak i. Det som er det viktigste, er', ' forholde seg. Jeg vet ikke om noen som ville gjøre', ' opptre med bil og sjåfør, og det er alltid', ' ta det rette skrittet. Men likevel går det galt']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' en av mange årsaker til nedgangen i antall kvinner', ' et hjelpemiddel i hverdagen for eldre som skal lære', ' en slags avmystifisering og en hjelp for', ' en kombinasjon av flere modeller. Moto Guzz', ' i stand til å avverge disse konsekvensene.\nB']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' å være der for oss når vi trenger han.\nDet', ' det de gjør. Vi har fått ut flere spillere og', ' å ta hensyn og si ifra hvilke behov han har.', ' å se de små enkeltes behov.\nde minste', ' sine barn. Han er glad i å le, og']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle pasienter. Det er jo ikke nødvendig at legen', ' bruke kniv på et riktig vis. Han hadde lært', ' opptre. Det er det samme med et barn. Hvis', ' håndtere en situasjon hvor vedkommende faktisk blir dømt for mis', ' forvalte slike midler, eller hvordan man får']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' lage mat, mens hun på sin side er veldig int', ' ta det med ro og helst på sjøen, er', ' være på hytta i Krager,ø. En som', ' spille på pc. Vi tar opp temaer som mob', ' titte opp.\nkjekken og kjøkkenet var']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' få frem et skikkelig «godt» intervju. -', ' omgås mennesker som lever isolert i store byer,', ' komme seg ut av det. Hvis du virkelig prøver å', ' bruke en sigarett, som han mener å ha', ' oppføre seg under en kamp, så hadde han']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' det største han har gjort. Jeg unner han alt', ' for den tid han lever, men også til å', ' et slags plaster og bindemiddel, sier V', ' på jobb i hel ga. - Om så bare', ' en slags ""mini-franchise"" av']","{'cds': 1, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar og synger også i flere band. – Han', ' dette området. Jeg vil iallefall gratulere ham', ' dette.\n- Hvordan holder du motet oppe når det', ' dette.', ' de viktigste tingene ved livet og hvordan man tar vare']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' takle sin fars depresjoner. – Den andre mannen på', ' handle når noen har en kjærest som er alvorlig', ' behandle slike tilfeller.', ' behandle det som plager en for ham eller henne. —', ' handle når andre gjør en feil. Foto:']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' ta på seg skigå ing - og da', ' stå i front og være den som styrer showet', ' spille på trommer. - Trommesettet kjøpte', ' gå opp til skolen.', ' holde på med en annen og de har det gøy']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' bygge broer. For han kan ikke si noe, ikke', ' gjøre noe, og gir ikke opp. Og på den måten', ' skape en koselig atmosfære og å ta hensyn til alle', ' behandle en hund, så er det en ting til', ' te seg, så blir det kanskje litt annerledes. -']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' både snill og grei. men da kan han heller', ' «i familien». – Vi tar den imot,', ' en avstikker til et sted inne i det', ' en av de første filmene fra denne delen av', ' i et hjem som skal stå til disposisjon for enhver']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' skøyter og han er en flink og sosial', ' det han gjør, og at han har god erfaring med', ' å finne frem tall og å sette de inn i', ' å stå imot. Vi håper han fortsatt kan bli', ' et område. - Hvor for er han god på fotball']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' bruke kniven. Å ta på en kniv uten kunnskap', ' gjøre det slik at alt blir rett. Han kan for', ' tenke. Da skulle han ikke ha latt barnet bli', ' ha sex, men at det ikke gjelder alle.\n-', ' se opp for den slags oppførsel. Når vi snakker']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' spise mye sjømat, og er godt kjent med sjømat', ' lage popmusikk som er på mange andre måter også.', ' si at «vi elsker», men vi elsker også', ' lage mat og er glad i å reise.\nder', ' spille litt forskjellige brett hver dag på nettkasino']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' behandle dem? - Trenings glede\nVi er alle', ' ha det moro mens man gjør det.\nParet er', ' spille på det. Og så må du ha lyst til', ' behandle en slik situasjon, sier hun. I etterkant av', ' ta vare på et klesskap og å vite']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,broren,singular,male,descriptive_verb,"[' en morsom komedie, så blir den litt for', ' en gave også fra den nye kongen, skriver The', ' en bro mellom disse to verdener, og et forsøk', ' i orden.\nfra før i dag. Det er heller', ' mer robust, og det er en utfordring, sier']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,broren,singular,male,descriptive_verb,"[' å finne ting, så man skulle jo tro at de', ' dette området, sier Vevle.\nLevi-E', ' å ta bilder med blitz! så her', ' fisking, smiler de begge.\nSondre og Elise', ' å lage god mat. Du kan få kjøpt dem på']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' oppføre seg, sier Bjørnstad.\nat han har', ' oppføre seg mot barn.\nmen det er noe', ' stelle hesten. Slikt gjorde de også, vi', ' behandle sin egen familie.\nhan ikke hadde det godt', ' ta vare på det mest dyrebare man har, sine']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,onkelen,singular,male,descriptive_verb,"[' lage mat, og det er kjekt å ha noen minner', ' lese, så han har en liten bokkasse.', ' se på gamle filmer, jeg sier at han kan', ' lage ting, og nå nylig skulle hun pynte julet', ' spise sjokolade.\n– Jeg har ikke bestemt meg helt ennå']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' holde seg. Det er jo det det dreier seg om:', ' håndtere det. Hun sier til avisen at hun tror det', ' få henne til å danse. Og hun vil danse', ' lage en slik kake.\nom vi skal tro de', ' handle, så vil han ta det personlig og føle']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,onkelen,singular,male,descriptive_verb,"[' en «dugnad» for å redde byens', ' den samme, men når vi har så mye tid til', ' et minne- og læringssenter på hjul, og', '? Eller er dette et slags forsøk på å rettferdig', '.\nkanskje det er derfor de har kommet gjennom']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,onkelen,singular,male,descriptive_verb,"[' det å ha det gøy sammen, og det er bra', ' å prate om deg og ikke minst være flink', ' den tiden og de har hatt det på skolen. Jeg', ' å holde kontakten med oss, og det er flott at', ' å finne ut av ting og tang. Jeg er']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' handle etter at en person er død, ville det vært', ' stave et navn. Herved er det gitt navn', ' gå inn i et hjem og i et miljø når', ' stelle en hest, sier Olsen. Han vil', ' gjøre en riktig analyse. I et annet land kan']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,ektemannen,singular,male,descriptive_verb,"[' leke med dukkene? Hvis ikke, bør de også', ' holde god avstand, blir dere da også nødt til', ' lage mat.\n- Han liker å lage mat, forteller hun', ' lese bøker. Han er også over snittet glad', ' få en ansiktsløftning hvert år.\nFoto']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,ektemannen,singular,male,descriptive_verb,"[' ta seg ut. Derfor er det naturlig at han er', ' bli forelsket...', ' elske og beskytte, er han ikke for opptatt til', ' kle seg for å holde den nye kjæresten inne i', ' opptre, og når man har en familie man kan']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,ektemannen,singular,male,descriptive_verb,"[' en avlastning for henne og gi henne noen', ' litt av morens favoritt. Selv om jeg var', ' på plass på Stortinget fra starten av januar. Hun har', ' en hyllest til hans far, som gikk bort så', ' den neste store tingen, ifølge en ny undersøkelse fra']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,ektemannen,singular,male,descriptive_verb,"[' sånne ting. Det er nok den beste måten å løse', ' å lytte og stiller alltid opp for å vise at', ' det med å skape magiske øyeblikk. – Han', ' å improvisere. For å få de helt små', ' å lage mat, og så er det kjekt til å']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,ektemannen,singular,male,descriptive_verb,"[' være en god ektefelle, og i tillegg er en', ' leve med et handikap.\nhun selv har', ' opptre. Dessuten er den nye kona slett ikke noen', ' forholde seg til slike problemstillinger, noe som etter min', ' takle en ektemann som er uegnet, i']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gentlemannen,singular,male,descriptive_verb,"[' danse, har ikke så mye tid til det, men', ' være på tur med sin vakre kone og med hennes', ' gå i skjørt så da er det et veldig', ' sponse meg i helgene, til å spille pian', ' holde seg oppdatert, og nå vil hun også bli']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gentlemannen,singular,male,descriptive_verb,"[' se ut i en alder av 70 år.\nKlok', ' oppføre seg!\nlørdag 31. juli 2010 kl.', ' behandle en kvinne, så han ser ikke bort fra', ' handle raskt, og han vet hvordan man kan slå', ' behandle en dame. Han vet hvordan for eksempel en']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gentlemannen,singular,male,descriptive_verb,"['.\nmed glis uten at det skal være på', ' et tillegg til din typiske livsstil, og kan gjøre', ' litt snillere og mykere enn den virkelige gent', ' et positivt tiltak, et kulturelt bidrag fra en mann', ' i stand til å få henne på kroken.\n']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
