raw,identity,number,category,type,filled_words,honest_categories,svp,rci,asm,ddp,om,or,asf,an,dmc,cds,qas,pr,pa,is,re,ps,ddf,count
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å ta vare på hverandre.\nnavneskilt', ' å snakke om kva dei vil bli, men kor', ' ski når de får startnummer på. – I tillegg', ' det, sier Hove.\nMed bakgrunn fra salgsledelse', ' ski, men er ikke de best teknisk, det']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' kle seg. De vet at folk ser på dem, men', ' gå i selskap. Det vet alle vi kvinner av', ' få seg en fin fyr, men det virker som', ' kle seg i hverdagen, for å være stilig,', ' organisere en dag med gutta for å maksimere moro']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' finne, ikke bare en kjole, men en kj', ' få hjelp - og det er veldig hyggelig også for', ' bli kjent med meg og min stil før de tar', ' ha på seg når håret ikke er for fint. Denne', ' sette sitt person lige preg på brudebukett']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' velge den beste brude smykker? - bryllup -', ' bruke tilbehør til et bryllup, og når du skal', ' bruke riktig beløp på hver av dem\nå holde', ' forberede seg til et liv sammen med en mann .', ' bruke bryllup buer\nBryllup tilbehør er en']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' «mer sexy:» dette er hva de egentlig', ' både en estetisk nytelse og inspirasjonskilde for', ' like forskjellige som snøkrystaiiene i', ' noe helt annet. De er en moderne form for bru', ' en fin start å gå og da må det også']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å tenke kreativt, noe som gir fine løsninger. Vi', ' det. Det er gøy å pynte opp rommet og', ' det. Vi vil vise bruder at de ikke bør', ' å planlegge og på å innhente informasjon og tips', ' å ta kontakt med fotografer, og at mange av']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' se ut når de ikke har på brudeutstyr', ' opptre under en vielse, hvordan man setter seg i', ' gå i høye hæler. Med hjelp av spesielle teknikker', ' gå opp midtgangen i en fancy kjole med', ' se og bevege seg i brudekjole!']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' tro at ikke jeg er sånn som jeg faktisk er,', ' kle seg i hvitt og rosa.\n– Mange kaller det', ' være i sentrum av oppmerksomhet og deres ego er', ' gå på kino og spise middag på café sammen. Det', ' tilbringe mye tid sammen, men det betyr ikke at du']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' bruke dem. Foto:', ' gi og ta kjærlighet. Vi må lære dem at', ' si takk.', ' takle dette og kommer best ut av det sammen. –', ' snakke om følelser, men det er en kunst å']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' bare venner\nting å gjøre i en date night', ' som\ndate tips den bosch gratis dating t', ' og noen er redd for at noe er galt med', ' en slags videreføring av den svenske filmhistoriens', ' uatskillelig, og det er vanskelig for et']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' å rose hverandre – og sier det både i sosiale', ' å kommunisere og ha et godt seksualliv.', ' hvert sitt felt.\nFredag ettermiddag åpnet utstillingen «Kj', ' å holde kontakten, sier hun.\nAskeland forteller', ' å finne de riktige bøkene. Det gjelder også']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' klare det etter et langt forhold, forklarer Martine. –', ' takle et samlivsbrudd. Hvordan man kan få et', ' håndtere deres behov for kjærlighet og omsorg. Dette er', ' håndtere dem\nDet er ingen hemmelighet at livet ikke', ' håndtere disse problemene.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med deg. Det kan han merke på forskjellige', ' vite hva kvinnene føler, for han ønsker at hun', ' gjøre ting som får ham til å føle at han', ' få spørsmål om hvor bra kroppen hans er for hans', ' bruke sin kvinnes underliv som et slags le']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg i denne sammenheng, sier Tor-', ' håndtere et problem av seksuell lyst hos kvinner.\nhar', ' slå sine beste venner i volley ball.\nMidt', ' oppføre seg som en mann. Det er ikke mange', ' utnytte fordeler, fordi han utnytter en hver']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' i et monogamt parforhold. – Men', ' for både kvinner og trans- og interkjønn', ' i baksetet | mannskaps kunsten""\nHvis', ' et alternativ for pendlere og andre folk med lite', ' en veiviser for nye fiskere som skal']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' den tekniske biten. Jeg er helt avhengig av det', ' å lese hvordan folk er. – I tillegg har han', ' å planlegge, sier Anette. Og det', ' å lese, og det tror og håper jeg han', ' små detaljer. Det han har prestert er noe']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg når han sitter bak et ratt,', ' forholde seg for å ikke gjøre vondt verre. Han', ' oppføre seg ved en jernbaneovergang. I tillegg', ' komme seg ut av en knipe. Men så', ' behandle denslags. — Jeg må si i den']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' holde seg orientert i samfunnet. – Jeg håper at', ' se på gamle ting. – Det er gøy å se', ' seige et produkt som han vet at både han', ' jobbe med musikkteater.\n– Det jeg synes er', ' arbeide. Det kan bli ganske slitsomt for ham,']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' skape et godt kollektiv. Det vil jeg bygge videre', ' bygge dem? Men vi får vel bare ta sjansen', ' gjøre det. – Man må bare begynne et sted, mener', ' bruke en hjertestarter, er viktig å understre', ' få innpass hos ungdommen.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' den nye frelseren? Men nei, sier de som', ' en av de mange som skal fylle ut laget,', ' i TIL. - Og jeg forstår heller ikke hvorfor', ' med på et intervju i lokalavisa for å', ' en annen person enn han sier at han er.\n']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' alt han prø ver seg på, og dette kan gå', ' trening. Det han mangler litt erfaringsmessig, men det', ' ski, sier TUIL-leder.\nHan forteller at', ' å være i forkant, så det blir ofte en', ' og et stort pluss i vår aldersbestemte grupp']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' behandle kvinner, og det er mulig at han blir så', ' gjøre det. Det er slik en som ikke tenker bare', ' ta vare på sin fysiske form, har i hvertfall aldri', ' oppfore seg. Vi har fått en hel mengde telef', ' ta vare på folk. Men det er ikke dermed sagt']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' være med på å ordne ting. Det liker vi veldig', ' spille fotball mens de to eldste liker å stå på', ' jobbe med barn. Vi vil få en oversikt over hvor', ' skrive og spille. Så det har han lyst til,', ' ta med sønnen på tur. Da blir det gjerne noen']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' handtere slike problemer. Derfor ser jeg fram til å', ' få sønnen til å gjøre hjemmeleksen. Derfor', ' være den perfekte ektemann.\n- Han vet hvordan man', ' opptre med et flagg og at det norske ikke skal', ' ta det rette skrittet».\nDE KOL']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' død i mange år. Til farens overraskelse har han', ' et hjelpemiddel i hverdagen for foreldrene som skal lære', ' en slags avmystifisering og forklaring rundt «', ' en midlertidig løsning, vil det være ekstra risikofylt', ' i stand til å ta dem på fersken, og']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' papiret er jeg sikker på at han blir like', ' det å gi folk sjanser. Det er nok noe', ' bunnen, men det tar ofte lang tid før han', ' å se de små løsningene. Hun har lært meg', ' sine yngre dager, da han herjet mot eliteser']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' oppføreseg,og nå har vi fått enda', ' forholde seg til den. Man må ha noe mer enn', ' opptre på et ulykkessted med et barn. –', ' håndtere en situasjon hvor man faktisk blir angrepet. –', ' håndtere en motorsag. Hvis han eller hun blir drept']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' lage mat, men hun trenger ikke hjelp fra ham. Det', ' ta det med ro og helst spille PlayStation.', ' være i sentrum, liker faren til Marius å være i', ' spille på pc. Mamma er glad for at de', ' tittepå.\nler til å holde oss hjemme']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' få litt oppmerksomhet fra kjæresten sin.\nHer viser han deg', ' feire bursdagen sin: På selve dagen vil', ' komme seg ut av det.', ' bruke en datamaskin og en internettforbindelse. - Med', ' oppføre seg under en kamp.\nJo, men han']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' det største han har gjort. Og det er han sikker', ' for den eldste søsterens lille datter når hun en', ' et slags svar på dette og en måte å nå', ' på skolen. Jeg som også har min psykiske helse, jeg', ' en slags forlengelse av farens liv. For å']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar og synger også i flere band. Datteren', ' dette området. Jeg har i flere år nå jobbet hardt', ' det. – Dessuten lærer man mye om seg selv og', ' ski og spiller håndball, sier Oda.\nSiri', ' ski. – Og det er ikke noe feil med']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' takle en slik situasjon. - Jeg snakket rolig til ham,', ' ta vare på dem. De har vært helt fra seg', ' behandle ei ku på den rikti ge måten,', ' behandle en bil, sier han til RA. - Hvordan', ' oppføre seg.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' ta på puppene ( 09.10 )\nBB', ' stå i front og vise seg. Men i kuli', ' spille på nettet.', ' utforske sin egen kropp og sin seksualitet. Du', ' holde på med en annen og så fortelle det til']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' spille i 4.\ngutter har de to guttene', ' gjøre det og gir en liten innføring på de enkelte', ' skape god stemning. Her sammen med den mer rutiner', ' stå på ski og sykle. Han kan mange språk.', ' te seg med kvinner, slik man kan få inntrykk av']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' et symbol på frihet og stolthet, kan også være', ' «i slekt med» både «Tatt av vinden', ' en film av og om unge gutter (jeg er', ' en bok som kan leses over tid, i kapitler', ' et alternativ for barn med adferdsvansker,']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' skøyter og at det vil bli artig å', ' det han gjør, og at han har et talent folk', ' å finne løsninger for å bli mest mulig fornøyd.', ' ski og skater på høyt nivå, forklarer pappaen', ' hodet, men samtidig har jeg en mistanke om at']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' bruke kniven. I dag er han 16 år, og', ' gjøre det selv.\nhan selv hadde lært. Det', ' forholde seg til politiet og loven.\nPolitimesteren', ' oppføre seg. Vi har hatt noen til samtale for', ' behandle en liten jente. Idet heletatt,']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' bli tatt bilder av. FOTO:\nNRK hadde nylig', ' lage fest på hytta.\nhan og broren opp', ' erte lil lebror. Melvin', ' lage mat på tur, så kan de gjerne samarbeide og', ' stjele ting. Det har de alltid gjort når']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' slåss med politiet, som han seiv er en', ' ha det moro mens man trener, forteller hun. Det', ' spille på det. – Jeg må si at jeg synes', ' håndtere en slik situasjon, ifølge rapporten. Det var', ' jobbe i en organisasjon. I tillegg har han gode']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,broren,singular,male,descriptive_verb,"[' en ung dommelig utskeielse. Det som', ' en av de verste. Denne gutten er født på', ' en som ikke er like flink som han selv.\n–', ' i samme båt, og at de sammen kan støtte', ' mer enn bare et nytt spill på den samme form']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,broren,singular,male,descriptive_verb,"[' å finne ting, så man skulle jo tro at de', ' å ta med ungene på turer, og at vi', ' å lese, og når han går på butikken så', ' å seige de inn. Men det blir veldig spennende', ' å gjemme ting, og at hun ble engst']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' oppføre seg, og det er ikke sånn han har', ' oppføre seg mot damer, var det blitt sagt,', ' håndtere dem.\n– Hvordan jeg skal holde kontroll på han', ' løse slike ting, sier den tidligere politimannen.\nI slutten', ' ta livet av seg. Da broren døde i 199']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,onkelen,singular,male,descriptive_verb,"[' lage mat, og er opptatt av å ha riktig krydder', ' fiske. Han fisker i en elv som heter T', ' se på gamle bilder fra gården.\n– Jeg synes det', ' lage musikk og å finne ting i naturen, sier han.', ' kjøre både bil og båt. Det synes også andre']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
