raw,identity,number,category,type,filled_words,honest_categories,an,rci,pr,cds,re,ps,asm,asf,pa,dmc,or,ddp,om,ddf,is,qas,svp,count
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' «levende død». For å beskytte dem, sørger', ' en slags oppdragelse til sannhet. Men det er', ' en trøste bok. Forventningene man hadde', ' i trygge hender og som er opptatt av å ta', ' en inspirasjon for andre. I alle fall virker dette som']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' kjøkkenet. Men jeg synes jeg er flinkere til', ' å rydde og hjelpe til. Det er flott å se', ' å ta seg av han, de skjemmer han', ' ski, og det er et fint tilbud. Vi håper', ' å se etter hver andre i løypa og oppmunt']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta vare på et hjem. Et hjem der de to', ' håndtere en slik forfatning, og da de hørte', ' oppføre seg. Ikke bare det; de som ikke', ' ta vare på et barn. Jeg skulle øns ke', ' oppføre seg mot hver andre i et hjem. Man']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' gå på ski, sier den eldste av dem;', ' spille fotball, særlig med en ballong mellom seg', ' spille med ulike musikalske uttrykk. Duoen som skal', ' kalle «pippivirvar».\ng', ' spille basketball, og det blir en bra av']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' lage mat fra bunnen av. På kjøk kenben', ' håndtere en hest på en trygg måte og er alltid', ' ta vare på hverandre. De er veldig flinke og selvstend', ' ta vare på det som er kjært.\nhar', ' bli en god selger. - Vi elsker salg og']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"['.\nsom er et stort prosjekt ved siden av både', ' mor somme og underfundige, og de fun', ' et treffpunkt for ulike grup per, ikke', ' et springbrett for dem som ønsker å lære hand', ' et pustehull i by ens hesebles']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' ski, og flere av dem har gjort det svært', ' å hjelpe medelevene sine.\n- Har dere planer', ' å gi oss gode opplevelser, sa han. - Det', ' å lage god stemning, og vi håper de kan', ' å få med seg folk.\nSøstrene er ofte']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' håndtere en hund på riktig. - Jeg tror hunden kunne', ' være mot hverandre.\nandre jenter, ikke minst om', ' oppføre seg, med mindre de er av den typ', ' oppføre seg. Så jeg ble veldig glad da jeg', ' oppføre seg på nettet. De vet at ikke alle']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' jobbe sammen. Det er jo også slik at enkelte par', ' bruke tida på i sine siste timer som folkevalg', ' reise og har vært på mange turer i inn-', ' vise fram og for teile om fra den tiden', ' bli kalt av både det ene og det andre. Om']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' styre dette landet.', ' få folk til å følge med. De vet at «', ' handtere slike situa.sjoner, for det', ' oppføre seg når man er i en slik posisjon', ' stelle en katt når den blir syk.\nk']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' med og styre. Det er en viktig del av', ' bindele det fra lokalkontoret til komi te', ' rådgivende i saker som omhandler deres områder. De er', ' en oppføl ger til tidligere utredninger som ligger', '.\n- Det er mye enklere å legge til rette for']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å få frem alle som vil bidra. Her kan', ' be vilgninger. Til sammenlikning var H/F', ' å finne gode løsninger, og det har gjort at vi', ' beve gelser. De fleste gjør dette så bra', ' alle områ dene hun peker på. Han jobber dag']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' gjøre forarbeidet med å etablere et samar be', ' opptre i en slik situasjon. De to er nå ut', ' gjøre det og hva man gjør som representant for folke', ' opptre i det offentlige rom.\n- Vi ser at det', ' håndtere et møtepro gram? Ja, den siste på']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' gjøre en skikkelig dugnadsinnsats og få være litt', ' skrive om, sier Wir kola. Han lover at', ' synge. Og det viser seg at det kan være', ' pynte seg. Men du ser jo hvor flotte vi', ' høre. Og så er det viktig at de som']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' oppføre seg, og de har lært å kle seg.', ' takle mobbing og psykisk syke. Man skulle tro at', ' takle en ulykke i trafikken.\n- Det er helt feil', ' oppføre seg, forteller hun.\nSolbakken har arrangert', ' bruke dem, som en viktig årsak til å bruke dem.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 1, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 1}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en møteplass for ung kultur, der alle som vil', ' en del av den norske, kristne tro. Hvis', ' noe mer enn et avbrekk i en ellers', ' på banen i den nye mediehver dagen. - Jeg', ' et bindeledd mellom den yngre og eldre gener']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' den slags. Til sammen med gode tilbakemeldinger fra publik', ' å ta vare på hverandre ved å si ifrå', ' det. Når så mange unge spiller fotball er det viktig', ' tre ningsdisiplin, men samtidig kre vende', ' å holde fokus. De har trent i hele sommer']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' bruke det. Så langt har ungdommene sagt seg positive til', ' vise respekt overfor voksne. Det finnes mye dritt omkring', ' behandle en hund på riktig måte før de tar til', ' ta imot mennesker som har mistet alt de eier.\nEn', ' oppføre seg.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' komme med. Han er alltid veldig glad i kona si,', ' kle seg ut og gå på karneval,', ' gi hverandre en oppmuntring - til jul, for eksem', ' være ute i god tid. - Vi begynner å pyn', ' gå ut og kose seg litt, er de langt mer']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' ta imot nykommere med åpne armer.\nde', ' bli gravid, er å lure mannen sin til seng', ' bli i ett med det.\nkvinner» (', ' få den utryddet? Ihvertfall skulle', ' klare seg selv. De er flinke og dyktige. Å']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' en del av hennes og ektemannens liv også.', '.\nmenn og kvinner kan snakke i forsamlinger. De', '.\nsom blir gjort i et slikt tilfelle er å', ' husmødre!?', ' likeverdige med han seiv, og har et helt']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' hjem mekontor.', ' å lage mat, sier hun.\nMorosamt.', ' å strikke.\n- Men når mennene strikker og stri', ' å finne på ting. Og det tror jeg er bra.', ' matla ging, og er svært musikalske.\nMus']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' behandle de syke», sa en annen.\nJeg spurte ikke', ' takle en mann med temperament så vil le de', ' gå frem både med penger og kjærlighet. Men når', ' takle en situasjon på egenhånd.\nkan bli ganske', ' lage mat når en tar hensyn til at begge parter']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' ha en god prat seg i mellom, på kveld', ' bli overras ket.\n- Det er en herlig gjeng', ' ta en tur ut! Ta med deg handarbeid,', ' arbeide sammen og de står nå på stand døgnet rundt.', ' ha det rolig i helgene, men de tar gjerne']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' lage en flott ramme rundt denne festdagen. Med', ' bruke de små grå - i tillegg til at de', ' kle seg. Ihvertfall synes ikke vår fotograf hun', ' kle seg til vinterfest.', ' få til en riktig god kjøttkake middag.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en utstil- ten. Jeg håper vi kan', ' litt an derledes, de er ikke helt like', ' en arena der du og dine medsøstre som', ' et godt til skudd - ikke bare til treningslok', ' en hyllest til den klassiske danseformen og dens']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å ta vare på de som er der.\nST', ' å snakke om andre ting. I vår familie går ingenting', ' å lage mat, sier han og ler.\n- I tillegg', ' og har gjort seg mange erfaringer med.\n- Jeg tror', ' å lage mat. Hun er glad i å lage det']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' arrangere en vellykket julemiddag.\nFor noen år siden gjorde', ' gå fram for å kunne nå det rette punktet på', ' få seg tak over hodet. Ikke en eneste en', ' kle seg i dette været. Men hva er det', ' opptre en lørdagskveld.\ntil slutt med at hun']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' bli pynta og å pynte seg.\ner', ' få hjelp - og det er veldig hyggelig også for', ' bli pyntet opp og gå «babyd', ' ha noen ved sin side når kjolen prøves', ' sette sitt person lige preg på brudekjolen']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. De er alltid så pene i', ' oppføre seg og klesdrakten er til', ' bruke sminke.', ' opptre under festen. I likhet med alle andre har', ' bruke, men de er ikke like flinke til å']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' «lykkelig skil te».', ' både som et lite friminutt, samt som en', ' likestilte, er det ikke slik.\nvenner', ' an onyme og en representant for hele befolk', ' en mot vekt til et samfunn der det er om']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å finne de riktige skoene, så derfor skal de', ' det. Men at dette ikke er noe alle kvinner kan,', ' det. - De har stor innvirkning, de er viktige', ' å pynte seg, så er det mye å si', ' å ta vare på klærne, sier Fikse']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. Når brud gommen skal opp og', ' opptre under en vielse, sa hun. — Og denne', ' pynte seg.\nHÅR OG KJOLE OG', ' gå opp kirkegulvet uten å skli. -', ' forholde seg i en sådan stund, for å fremstå']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' tro at ikke jeg er sånn som jeg faktisk er,', ' pynte seg. De skal gå i kjole for an', ' være i sentrum av oppmerksomheten, og som til bringer', ' gå på kino og spise middag på restauranter sammen. -', ' høre det når de har det hyggelig. De kan']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' flørte, men ingen av dem har noen gang', ' elske og behandle en kvinne. - Vi har jo', ' gjøre seg sexy for menn.\n- Jeg tror menn er', ' takle dette.\nSKORPIONEN Du er', ' flørte, er det noe annet med den virkelige']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' noe mer enn bare venner, men i en situasjon hvor', ' gode forbilder for den kommende generasjon. Men ikke', ' et symbol på noe evigvarende. - Han er', ' en slags videreføring av den svenske filmen «Tur', ' uerstattelige.\nhadde gjort seg seiv']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' en måte som gjør at man får sympati med', ' å kommunisere og ha et godt seksualliv.', ' et eller annet vis, sier han og legger til', ' å gå videre i livet, sier han til avisen.\n', ' å finne de riktige stedene for de fine øyeblikkene.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle en kvinne», skrev den franske journalisten Laur', ' behandle en kjæreste. Hun tror på å «kle', ' behandle kjæreste, så hvis jeg kan hjelpe dem på', ' behandle en slik gave. Moren til Susanne', ' oppføre seg i senga.\nå gi sin']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med deg. Det kan han bare være. Og', ' ha kontrollen. Slik det er no, går det', ' si at hun får til det meste i livet. -', ' få litt mer spen nende saker tilsendt i posten', ' bruke sin tid på å forske og lage små']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg i denne sammenheng, sier Tor-', ' håndtere et piano, så kan hun ta det lett', ' slå om til en mer behage lig stil,', ' oppføre seg som en mann. Det er ikke mange', ' utnytte dette.\n- Dette er min viktigste jobb for øyeblikk']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' en av flere som skal kunne be handles på', ' for både menn og kvinner.\n- Jeg mener det er', ' i dag, men vi kan trygt si at det er', ' et «hjelpemiddel for politiet til å finne gjer', ' en veiviser til kulturminner. Han er']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' den tekniske biten. Jeg er helt avhengig av det', ' å fortelje histo rier. Slik som han', ' å ta vare på de ansatte i kommunen.\n- Vi', ' å få folk rundt seg, seier ho.\nEg hå', ' små og vanskelige steder.\nKanskje er det fordi han']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg som ordfører i Oslo.\n- Etter et', ' forholde seg for å sette i stand et gammelt na', ' oppføre seg som en god dommer.\n■ Hva', ' takle en situasjon som den på Oseberg-pl', ' behandle denslags. — Jeg må si i den']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
